Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet
WX105083_Y05A500	c1ccc2c(c1)CNCC21CCN(C2CCOCC2)CC1	97505067	QZQOMRLSXAQFQO-UHFFFAOYSA-N	1'-(oxan-4-yl)spiro[2,3-dihydro-1H-isoquinoline-4,4'-piperidine]		0												
WX105134_Y01A500	c1ccc(-c2cnc3n2CC2(CCNCC2)C3)cc1	124245238	WCDWICGAHHNKCT-UHFFFAOYSA-N	3-phenylspiro[5,7-dihydropyrrolo[1,2-a]imidazole-6,4'-piperidine]		0												
WX110009_A034	Fc1cccc(N2CC[C@H]3CNC[C@H]32)c1	44412404	JSBFVPCJAHEFGS-JOYOIKCWSA-N	(3aS,6aS)-1-(3-fluorophenyl)-3,3a,4,5,6,6a-hexahydro-2H-pyrrolo[2,3-c]pyrrole		0												
WX105398_Y11A500	COCCn1cnc2c1C1(CCNCC1)Oc1ccccc1-2	124241004	QUVRMZADGBUKBP-UHFFFAOYSA-N	3-(2-methoxyethyl)spiro[chromeno[3,4-d]imidazole-4,4'-piperidine]		0												
WX141616_AK0003QR0052	O=C(NC1CCCC1)c1noc2c1CC(NCC1CCOCC1)CC2	155871371	WQPCLRJSQKHSHP-UHFFFAOYSA-N	N-cyclopentyl-5-(oxan-4-ylmethylamino)-4,5,6,7-tetrahydro-1,2-benzoxazole-3-carboxamide		0												
WX141616_AN0008QR0052	O=C(c1noc2c1CC(NCC1CCOCC1)CC2)N1CCCC1	155876083	DANMJNWACIECMQ-UHFFFAOYSA-N	[5-(oxan-4-ylmethylamino)-4,5,6,7-tetrahydro-1,2-benzoxazol-3-yl]-pyrrolidin-1-ylmethanone		0												
WX140027_X11	c1nn(CC2CC2)cc1-c1n[nH]c2c1CCNCC2	155880263	XVUWXDREJYODLO-UHFFFAOYSA-N	3-[1-(cyclopropylmethyl)pyrazol-4-yl]-1,4,5,6,7,8-hexahydropyrazolo[4,5-d]azepine		0												
WX115009	O=C1c2ccccc2C2CNCCN12	12901777	MHUTWQRLKOUUFX-UHFFFAOYSA-N	2,3,4,10b-tetrahydro-1H-pyrazino[1,2-b]isoindol-6-one		0												
WX141616_AK0092QS0048	Cc1ccccc1CNC1CCc2onc(C(=O)NCC3CC3)c2C1	155875836	FVBNLTYPXXDCEZ-UHFFFAOYSA-N	N-(cyclopropylmethyl)-5-[(2-methylphenyl)methylamino]-4,5,6,7-tetrahydro-1,2-benzoxazole-3-carboxamide		0												
WX100106_Y14QS0065	COc1cccc(CNC2CCC3(CCC(=O)N3Cc3ccncc3)CC2)c1	155875358	RHVFDGFRRHLWNF-UHFFFAOYSA-N	8-[(3-methoxyphenyl)methylamino]-1-(pyridin-4-ylmethyl)-1-azaspiro[4.5]decan-2-one		0												
WX101508	c1ccc(CN2CCCC3(CCCCNC3)CCC2)cc1	124518589	XARHGETYFWCUFH-UHFFFAOYSA-N	11-benzyl-2,11-diazaspiro[6.7]tetradecane		0												
WX141617_AN0012QS0224	Cc1cc(CNC2CCc3onc(CN4CCOCC4)c3C2)n(C)n1	155875934	DADLOJGDWJLVDH-UHFFFAOYSA-N	N-[(2,5-dimethylpyrazol-3-yl)methyl]-3-(morpholin-4-ylmethyl)-4,5,6,7-tetrahydro-1,2-benzoxazol-5-amine		0												
WX105032_Y02	O=C(NCC1CC1)C1=CC2(CCNCC2)c2ccccc21	97504201	SJMWPNDCYUVMCY-UHFFFAOYSA-N	N-(cyclopropylmethyl)spiro[indene-3,4'-piperidine]-1-carboxamide		0												
WX10502710_Y15Z20	c1cnc(N2CCC3(CC2)CC(NCc2cccnc2)c2ccccc23)nc1	131650928	XYZHSNAHPRRQKC-UHFFFAOYSA-N	N-(pyridin-3-ylmethyl)-1'-pyrimidin-2-ylspiro[1,2-dihydroindene-3,4'-piperidine]-1-amine		0												
WX140045_Y03	c1nc2c(c(C3CC3)n1)CCNCC2	121229610	MSERTAXCQZEISH-UHFFFAOYSA-N	4-cyclopropyl-6,7,8,9-tetrahydro-5H-pyrimido[4,5-d]azepine		0												
WX115008_Y04	CC(C)CN1c2ccccc2[C@@H]2CNCC[C@@H]21	97513203	HHYMIEJOTIFAOJ-ZFWWWQNUSA-N	(4aS,9bR)-5-(2-methylpropyl)-1,2,3,4,4a,9b-hexahydropyrido[4,3-b]indole		0												
WUXI01-0823_X02Y030	CN(C)c1ccc(CNC(=O)C2CC3(CCNCC3)Oc3ccccc32)cc1	131656823	QXRYEIIYVOPTRK-UHFFFAOYSA-N	N-[[4-(dimethylamino)phenyl]methyl]spiro[3,4-dihydrochromene-2,4'-piperidine]-4-carboxamide		0												
TD115003A_Y15	COc1cccc(-c2nn(C)c3c2[C@H]2CNC[C@H]2C3)c1	124227949	BMGINTJXWRDUEA-YPMHNXCESA-N	(1S,8S)-3-(3-methoxyphenyl)-5-methyl-4,5,10-triazatricyclo[6.3.0.02,6]undeca-2(6),3-diene		0												
WX190111_X01Y05	c1ccc(C[C@@H]2NCC[C@H]2OCC2CC2)cc1	97521305	GXJCMOGWNQVPJH-LSDHHAIUSA-N	(2S,3R)-2-benzyl-3-(cyclopropylmethoxy)pyrrolidine		0												
WX105104_X05	O=C1N(CC2CC2)Cc2ccccc2CC12CCNCC2	155875082	ZODUUAFFSXGZSS-UHFFFAOYSA-N	2-(cyclopropylmethyl)spiro[1,5-dihydro-2-benzazepine-4,4'-piperidine]-3-one		0												
WX170103S1_Y06	Cc1ccc(N2CCC(C3CCCCN3)CC2)nn1	155874828	HXXNBGAVVPVYEE-UHFFFAOYSA-N	3-methyl-6-(4-piperidin-2-ylpiperidin-1-yl)pyridazine		0												
WX141617_ZZ0000QR0001	OCc1noc2c1CC(NCC1CCCCC1)CC2	155873555	KROOGIKURBOHTH-UHFFFAOYSA-N	[5-(cyclohexylmethylamino)-4,5,6,7-tetrahydro-1,2-benzoxazol-3-yl]methanol		0												
WUXI03-04_Y010Z50	Cc1ccccc1N1CCC2(CCCNC2)C1=O	121229294	IEZYTOSMSFZUFY-UHFFFAOYSA-N	2-(2-methylphenyl)-2,9-diazaspiro[4.5]decan-1-one		0												
WX140514_Y23A022	c1ccc(Cn2cc3c(n2)C(CNCc2ccncc2)OCC3)nc1	131648989	MZUFTIODACOGDM-UHFFFAOYSA-N	N-(pyridin-4-ylmethyl)-1-[2-(pyridin-2-ylmethyl)-5,7-dihydro-4H-pyrano[3,4-c]pyrazol-7-yl]methanamine		0												
WX141618_SB0211QS0097	O=C(NCc1noc2c1CC(NCc1cccs1)CC2)C1CC(F)(F)C1	155876832	WEFVBLYXLYRTMI-UHFFFAOYSA-N	3,3-difluoro-N-[[5-(thiophen-2-ylmethylamino)-4,5,6,7-tetrahydro-1,2-benzoxazol-3-yl]methyl]cyclobutane-1-carboxamide		0												
WX10009510_Y32Z01	Cc1cccc(CN2C(=O)CCC23CCNCC3)n1	97493960	REAFCNWMSKWEJI-UHFFFAOYSA-N	1-[(6-methyl-2-pyridinyl)methyl]-1,8-diazaspiro[4.5]decan-2-one		0												
WX120254_A010	Cc1ccc(CN2CCC3CCC(C2)N3)s1	75595586	DVRWZJMGNNVRCO-UHFFFAOYSA-N	3-[(5-methylthiophen-2-yl)methyl]-3,9-diazabicyclo[4.2.1]nonane		0												
WX141617_ZZ0000QS0106	OCc1noc2c1CC(NCc1cccnc1)CC2	155877872	KMSLTECKTUDOQF-UHFFFAOYSA-N	[5-(pyridin-3-ylmethylamino)-4,5,6,7-tetrahydro-1,2-benzoxazol-3-yl]methanol		0												
WX100106_Y09QS0130	O=C1CCC2(CCC(NCc3ccc(F)c(F)c3)CC2)N1CC1CC1	155876706	GSCXVSWRWHKIIV-UHFFFAOYSA-N	1-(cyclopropylmethyl)-8-[(3,4-difluorophenyl)methylamino]-1-azaspiro[4.5]decan-2-one		0												
WX141617_ZZ0000QS0098	Cc1ccsc1CNC1CCc2onc(CO)c2C1	155876320	BIPSDVOIRDPBLW-UHFFFAOYSA-N	[5-[(3-methylthiophen-2-yl)methylamino]-4,5,6,7-tetrahydro-1,2-benzoxazol-3-yl]methanol		0												
TD10500510_X01Y04Z00	CN(C)C(=O)[C@@]12CCC3(CCNCC3)[C@@H]1CN(S(C)(=O)=O)C2	97439304	DONMXSXGWLIHHW-SWLSCSKDSA-N	(3aS,6aS)-N,N-dimethyl-2-methylsulfonylspiro[3,4,5,6a-tetrahydro-1H-cyclopenta[c]pyrrole-6,4'-piperidine]-3a-carboxamide		0												
WX141618_SB0211QS0098	Cc1ccsc1CNC1CCc2onc(CNC(=O)C3CC(F)(F)C3)c2C1	155876467	IAXHVYHQBIZWOL-UHFFFAOYSA-N	3,3-difluoro-N-[[5-[(3-methylthiophen-2-yl)methylamino]-4,5,6,7-tetrahydro-1,2-benzoxazol-3-yl]methyl]cyclobutane-1-carboxamide		0												
WX160350_AK0092ZZ0000	O=C(NCC1CC1)C1(n2cccn2)CCNCC1	120920999	PYLKCESMHMECBG-UHFFFAOYSA-N	N-(cyclopropylmethyl)-4-pyrazol-1-ylpiperidine-4-carboxamide		0												
WUXI_WX101705_Y24A500	c1ccc(COC2CSC3(CNC3)C2)nc1	131647834	GGSYQTGPOJYPQH-UHFFFAOYSA-N	7-(pyridin-2-ylmethoxy)-5-thia-2-azaspiro[3.4]octane		0												
WX140295_Y29	Cn1ccnc1C(=O)NCc1cnc2n1CCNCC2	97467227	RZMSTCJUUSXUKI-UHFFFAOYSA-N	1-methyl-N-(6,7,8,9-tetrahydro-5H-imidazo[1,2-d][1,4]diazepin-3-ylmethyl)imidazole-2-carboxamide		0												
WX100144_Y11	O=C1CC2(CCNC2)CN1c1ccc2c(c1)OCO2	121229464	RGGSUVNRBVYEEJ-UHFFFAOYSA-N	2-(1,3-benzodioxol-5-yl)-2,7-diazaspiro[4.4]nonan-3-one		0												
WX190222_X02Y03	CCN1CC[C@@]2(CNC[C@@H]2c2ccccc2)C1=O	124229740	DMMGNBUJTVRMAO-HIFRSBDPSA-N	(5R,9R)-2-ethyl-9-phenyl-2,7-diazaspiro[4.4]nonan-1-one		0												
WX10014410_Y06Z01	O=C1CC2(CCNC2)CN1c1ccc(F)cc1	121229716	SCKCIDDVRNYOAP-UHFFFAOYSA-N	2-(4-fluorophenyl)-2,7-diazaspiro[4.4]nonan-3-one		0												
WX141638_Y07	CC1NCCn2c(COCC3CC3)cnc21	131638232	ZEVVFQOMNVVKBB-UHFFFAOYSA-N	3-(cyclopropylmethoxymethyl)-8-methyl-5,6,7,8-tetrahydroimidazo[1,2-a]pyrazine		0												
WX10011410_Y11Z01	CN(C)c1nccc(N2CCOCC3(CCCNC3)C2)n1	131638144	BFTSMVFPVZADNH-UHFFFAOYSA-N	N,N-dimethyl-4-(8-oxa-2,11-diazaspiro[5.6]dodecan-11-yl)pyrimidin-2-amine		0												
WX111361_Y17	Cc1noc(C[C@H]2C[C@H]3CNC[C@H]3O2)n1	124244577	VHNOUCJRWSKQKH-DJLDLDEBSA-N	(2R,3aS,6aS)-2-[(3-methyl-1,2,4-oxadiazol-5-yl)methyl]-3,3a,4,5,6,6a-hexahydro-2H-furo[2,3-c]pyrrole		0												
WX10014410_Y03	Cc1cccc(N2CC3(CCNC3)CC2=O)c1	121229540	SLAWILVRDDLWDF-UHFFFAOYSA-N	2-(3-methylphenyl)-2,7-diazaspiro[4.4]nonan-3-one		0												
WX101528_Y24	c1ccc(CO[C@@H]2CO[C@]3(CCCNC3)C2)nc1	124247093	YDGFSAGIXANILO-UONOGXRCSA-N	(3S,5R)-3-(pyridin-2-ylmethoxy)-1-oxa-9-azaspiro[4.5]decane		0												
WX14009710_Y29	C1Cn2c(nnc2CN2CCOCC2)CN1	124235759	KZGCSXOGECCFLE-UHFFFAOYSA-N	4-(5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyrazin-3-ylmethyl)morpholine		0												
WX190589_Y17	Cc1noc([C@@]23CNC[C@@H]2COC3)n1	124239989	PRACEZNIKSLWJU-VXNVDRBHSA-N	(3aR,6aR)-3a-(3-methyl-1,2,4-oxadiazol-5-yl)-1,3,4,5,6,6a-hexahydrofuro[3,4-c]pyrrole		0												
WX110070_Y29	c1csc(CN2CCC3CNCCC32)n1	121229732	QJEQDJYDJNMIBW-UHFFFAOYSA-N	2-(2,3,3a,4,5,6,7,7a-octahydropyrrolo[3,2-c]pyridin-1-ylmethyl)-1,3-thiazole		0												
WX100143_Y02	Cc1nc(CN2CCC3(CCNC3)C2=O)cs1	131638243	KSKZFELDKRFQHD-UHFFFAOYSA-N	2-[(2-methyl-1,3-thiazol-4-yl)methyl]-2,7-diazaspiro[4.4]nonan-1-one		0												
WX105094_Y03	O=C(CC1CC2(CCNCC2)Oc2ccccc21)N1CCCC1	121229577	TZTIMWWNKMTVCK-UHFFFAOYSA-N	1-pyrrolidin-1-yl-2-spiro[3,4-dihydrochromene-2,4'-piperidine]-4-ylethanone		0												
TD105038_Y19	c1cncc(-c2cnc3n2CCNC32CCNCC2)c1	121229687	OQWSNYQUOBTVRG-UHFFFAOYSA-N	3-pyridin-3-ylspiro[6,7-dihydro-5H-imidazo[1,2-a]pyrazine-8,4'-piperidine]		0												
WX110310_Y24	c1csc(COCC2CCC3NCCOC23)n1	131638283	KZPUTSPATLCNNS-UHFFFAOYSA-N	7-(1,3-thiazol-2-ylmethoxymethyl)-2,3,4,4a,5,6,7,7a-octahydrocyclopenta[b][1,4]oxazine		0												
WX100453_Y23	c1ccc(COC[C@@H]2CCC[C@@]23CNCCO3)nc1	124245891	WVEYGDQOCUCMTC-DZGCQCFKSA-N	(4S,5S)-4-(pyridin-2-ylmethoxymethyl)-6-oxa-9-azaspiro[4.5]decane		0												
WX140083_Y09	c1ccc(OCc2nnc3n2CCNC3)nc1	97405265	OQNBMUIOMNYNJL-UHFFFAOYSA-N	3-(pyridin-2-yloxymethyl)-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyrazine		0												
WX110466_X01Y01	CN(C)C(=O)[C@]12CCCNC[C@H]1CN(c1ncccn1)C2	124230459	FFZUXRBCUDWTQD-WFASDCNBSA-N	(3aS,8aR)-N,N-dimethyl-2-pyrimidin-2-yl-1,3,3a,4,5,6,7,8-octahydropyrrolo[3,4-c]azepine-8a-carboxamide		0												
WX100002_Y16	Cc1nc(CN2CCC3(CNC3)C2)cs1	97472795	JJZXWJOIBMMNQA-UHFFFAOYSA-N	4-(2,6-diazaspiro[3.4]octan-6-ylmethyl)-2-methyl-1,3-thiazole		0												
WUXI_WX105007_Y20Z100	Cc1ccc2c(c1)C1(CCNCC1)CN2C(=O)c1ccco1	97452526	ZEEQBUKWZYPIRK-UHFFFAOYSA-N	furan-2-yl-(5-methylspiro[2H-indole-3,4'-piperidine]-1-yl)methanone		0												
WX190208_X02Y11	Cc1cccc(CN2C(=O)COC3(CCNCC3)C2C)n1	131638072	MSQCMCFTAYDFHG-UHFFFAOYSA-N	5-methyl-4-[(6-methyl-2-pyridinyl)methyl]-1-oxa-4,9-diazaspiro[5.5]undecan-3-one		0												
WX100071_Y04	c1cc(CN2CCOC3(CCNCC3)C2)co1	124244103	UUSJJLXTCBTDKB-UHFFFAOYSA-N	4-(furan-3-ylmethyl)-1-oxa-4,9-diazaspiro[5.5]undecane		0												
WX14009810_Y22	c1ccn(Cc2nnc3n2CCNCC3)c1	124229414	DBVSWUHIMNNZHY-UHFFFAOYSA-N	3-(pyrrol-1-ylmethyl)-6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-d][1,4]diazepine		0												
WX141638_Y08	CC1NCCn2c(COCC3CCCC3)cnc21	131638212	XXKWOQJYFQMDTK-UHFFFAOYSA-N	3-(cyclopentylmethoxymethyl)-8-methyl-5,6,7,8-tetrahydroimidazo[1,2-a]pyrazine		0												
WX10005309_X13	CN(C)C(=O)COC1COC2(CCCNC2)C1	131697537	ZAOGUMRXORRBSC-UHFFFAOYSA-N	N,N-dimethyl-2-(1-oxa-9-azaspiro[4.5]decan-3-yloxy)acetamide		0												
