Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet	Category
LN00338518_BT4500	C[C@@H](N)c1ccc(-c2ccc(NC(=O)N3CCCC3)cc2)cc1	172895010	WTIZSGARSUUXIB-CQSZACIVSA-N	N-[4-[4-[(1R)-1-aminoethyl]phenyl]phenyl]pyrrolidine-1-carboxamide		0													not_found
LN01477175_LP0072	COc1cc(N2CCC(F)(F)C(N)C2)ncn1	172894802	XZJIYROKPMWQCO-UHFFFAOYSA-N	4,4-difluoro-1-(6-methoxypyrimidin-4-yl)piperidin-3-amine		0													not_found
LN01477175_SA0060	Cc1ccc2[nH]cc(CC(=O)N3CCC(F)(F)C(N)C3)c2c1	172894850	TWDPVKPFBUEJON-UHFFFAOYSA-N	1-(3-amino-4,4-difluoropiperidin-1-yl)-2-(5-methyl-1H-indol-3-yl)ethanone		0													not_found
LN01477175_SA0097	COc1ccc(Cn2cc(CC(=O)N3CCC(F)(F)C(N)C3)cn2)cc1	172898793	NMXKQKMQMUURSE-UHFFFAOYSA-N	1-(3-amino-4,4-difluoropiperidin-1-yl)-2-[1-[(4-methoxyphenyl)methyl]pyrazol-4-yl]ethanone		0													not_found
LN01477175_SB7755	NC1CN(C(=O)Cn2cnc3ccccc32)CCC1(F)F	172894942	YBAIYEUUOYWEKC-UHFFFAOYSA-N	1-(3-amino-4,4-difluoropiperidin-1-yl)-2-(benzimidazol-1-yl)ethanone		0													not_found
LN01477175_SC00047	CC(C)Cc1cc(C(=O)N2CCC(F)(F)C(N)C2)n(C)n1	172895332	GPBFOWHSOPUOAG-UHFFFAOYSA-N	(3-amino-4,4-difluoropiperidin-1-yl)-[1-methyl-3-(2-methylpropyl)pyrazol-5-yl]methanone		0													not_found
LN01477175_SC0432	Cc1cc(C(=O)N2CCC(F)(F)C(N)C2)c(C)[nH]1	172895880	FPGZDDGVYFXEPY-UHFFFAOYSA-N	(3-amino-4,4-difluoropiperidin-1-yl)-(2,5-dimethyl-1H-pyrrol-3-yl)methanone		0													not_found
LN01477175_SC0938	NC1CN(C(=O)c2cccnc2Oc2ccccc2)CCC1(F)F	172895289	AZAVBQKZLNWRQW-UHFFFAOYSA-N	(3-amino-4,4-difluoropiperidin-1-yl)-(2-phenoxy-3-pyridinyl)methanone		0													not_found
LN01477175_SC1134	COc1ccc(C(=O)N2CCC(F)(F)C(N)C2)s1	172898788	QAUGDLAHKBPXJC-UHFFFAOYSA-N	(3-amino-4,4-difluoropiperidin-1-yl)-(5-methoxythiophen-2-yl)methanone		0													not_found
LN01477175_SD0376	NC1CN(C(=O)c2ccc(NC(=O)c3ccccc3)cc2)CCC1(F)F	172895346	ZBOJQRWZKWWYIO-UHFFFAOYSA-N	N-[4-(3-amino-4,4-difluoropiperidine-1-carbonyl)phenyl]benzamide		0													not_found
LN01477175_SD1674	CS(=O)(=O)Nc1ccc(Cl)cc1C(=O)N1CCC(F)(F)C(N)C1	172898790	BOWOHIBBPSQSTG-UHFFFAOYSA-N	N-[2-(3-amino-4,4-difluoropiperidine-1-carbonyl)-4-chlorophenyl]methanesulfonamide		0													not_found
LN01477175_SE0045	NC1CN(C(=O)c2cccc3nc[nH]c23)CCC1(F)F	172895160	QSFSRJHKNXJHJQ-UHFFFAOYSA-N	(3-amino-4,4-difluoropiperidin-1-yl)-(1H-benzimidazol-4-yl)methanone		0													not_found
LN01477175_SE0142	Cc1nc2cc(C(=O)N3CCC(F)(F)C(N)C3)ccc2s1	172895433	STXZXQBMZUDXOI-UHFFFAOYSA-N	(3-amino-4,4-difluoropiperidin-1-yl)-(2-methyl-1,3-benzothiazol-5-yl)methanone		0													not_found
LN01477175_SE0201	NC1CN(C(=O)c2cc(-c3cc[nH]n3)n3ccccc23)CCC1(F)F	172894560	PRQFPOSKFCAVOI-UHFFFAOYSA-N	(3-amino-4,4-difluoropiperidin-1-yl)-[3-(1H-pyrazol-5-yl)indolizin-1-yl]methanone		0													not_found
LN01477175_SE0979	COc1cccc2[nH]cc(C(=O)N3CCC(F)(F)C(N)C3)c12					0													not_found
LN01477175_YV0147	NC1CN(C(=O)Nc2ccccc2-c2ccccc2)CCC1(F)F	172895353	HWSCVHBBTJPYSV-UHFFFAOYSA-N	3-amino-4,4-difluoro-N-(2-phenylphenyl)piperidine-1-carboxamide		0													not_found
RS20010602	COC(=O)CC(N)C(=O)OC	419227	BYHXBBOSJKPUJL-UHFFFAOYSA-N	dimethyl 2-aminobutanedioate		0													not_found
WUXI01-0823_X03Y109	N[C@@H]1CCCN(C(=O)CC2CC3(CCNCC3)Oc3ccccc32)C1	131642234	ZZSQULJUTHCYGS-OEMAIJDKSA-N	1-[(3R)-3-aminopiperidin-1-yl]-2-spiro[3,4-dihydrochromene-2,4'-piperidine]-4-ylethanone		0													not_found
WUXI01-0823_X12AY319	N[C@@H](C(=O)N1CCOC2(CCNCC2)C1)c1ccccc1	97407754	DKJCPAKGKXIYKF-CQSZACIVSA-N	(2R)-2-amino-1-(1-oxa-4,9-diazaspiro[5.5]undecan-4-yl)-2-phenylethanone		0													not_found
WUXI01-0823_X12BY236Z001	CC(=O)N1CCOC2(CCN(C(=O)C3(N)CCCCC3)CC2)C1	97448889	RCRIQKNOEYTXTI-UHFFFAOYSA-N	1-[9-(1-aminocyclohexanecarbonyl)-1-oxa-4,9-diazaspiro[5.5]undecan-4-yl]ethanone		0													not_found
WUXI01-0823_X14AY261	NCC(=O)N1CCC2(CC1)CNCc1ccccc12	97527978	HJUCWQMRVJJRRN-UHFFFAOYSA-N	2-amino-1-spiro[2,3-dihydro-1H-isoquinoline-4,4'-piperidine]-1'-ylethanone		0													not_found
WUXI01-0823_X15AY236Z001	CC(=O)N1CC2(CCN(C(=O)C3(N)CCCCC3)CC2)c2cc(Cl)ccc21	97410916	KGSWTQUKQMLXQE-UHFFFAOYSA-N	1-[1'-(1-aminocyclohexanecarbonyl)-5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl]ethanone		0													not_found
WUXI01-0823_X15BY261	NCC(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21	97527994	KWHHNKXJUHQBME-UHFFFAOYSA-N	2-amino-1-(5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl)ethanone		0													not_found
WUXI01-0823_X15BY272	N[C@H](Cc1ccccc1)C(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21	97410921	YYMRXOFNRUKEDZ-GOSISDBHSA-N	(2R)-2-amino-1-(5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl)-3-phenylpropan-1-one		0													not_found
WUXI01-0823_X15BY317	N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21	97448931	HFDQBJRPUAHEBS-LJQANCHMSA-N	(2R)-2-amino-1-(5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl)-3-(1H-indol-3-yl)propan-1-one		0													not_found
WUXI01-0823_X15BY320	C[C@@H](N)C(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21	97527999	DKHPYDPMQDYXSX-SNVBAGLBSA-N	(2R)-2-amino-1-(5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl)propan-1-one		0													not_found
WUXI01-0823_X15BY326	CC(C)C[C@H](N)C(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21	97448932	OLSKMQFBFJJURO-HNNXBMFYSA-N	(2S)-2-amino-1-(5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl)-4-methylpentan-1-one		0													not_found
WUXI01-0823_X15BY332	CC[C@@H](N)C(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21	97448935	WXZOIWYXSVCGRS-CYBMUJFWSA-N	(2R)-2-amino-1-(5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl)butan-1-one		0													not_found
WUXI01-0823_X16AY236	NC1(C(=O)N2C[C@@H]3NCc4ccccc4[C@@H]3C2)CCCCC1	95043347	TYWFRDKFUNRQJC-HOTGVXAUSA-N	[(3aR,9bR)-1,3,3a,4,5,9b-hexahydropyrrolo[3,4-c]isoquinolin-2-yl]-(1-aminocyclohexyl)methanone		0													not_found
WUXI01-0823_X16AY272Z001	CC(=O)N1Cc2ccccc2[C@@H]2CN(C(=O)[C@H](N)Cc3ccccc3)C[C@@H]21	95043301	AUPFWLQVXCAIKN-HBMCJLEFSA-N	(2R)-1-[(3aR,9bR)-4-acetyl-3,3a,5,9b-tetrahydro-1H-pyrrolo[3,4-c]isoquinolin-2-yl]-2-amino-3-phenylpropan-1-one		0													not_found
WUXI01-0823_X17AY210	N[C@@H]1c2ccccc2[C@@H]2CN(C(=O)C3C[C@@H]4CC[C@H]3C4)C[C@H]12	134078634	TWRYUVKICDEGGZ-OTOUMXLNSA-N	[(3aR,4S,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-[(1S,4R)-2-bicyclo[2.2.1]heptanyl]methanone		0													not_found
WUXI01-0823_X17AY222	CC(=O)N1CCC(C(=O)N2C[C@@H]3[C@H](N)c4ccccc4[C@@H]3C2)CC1	97410930	KTPMJBVGPPXIIP-OKZBNKHCSA-N	1-[4-[(3aR,4S,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrole-2-carbonyl]piperidin-1-yl]ethanone		0													not_found
WUXI01-0823_X17AY279	N[C@@H]1c2ccccc2[C@@H]2CN(C(=O)c3cccs3)C[C@H]12	97528020	OBHHKXQZCHHRBU-KCQAQPDRSA-N	[(3aR,4S,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-thiophen-2-ylmethanone		0													not_found
WUXI01-0823_X17AY294	Cc1cc(=O)oc2cc(OCC(=O)N3C[C@@H]4[C@H](N)c5ccccc5[C@@H]4C3)ccc12	97407803	XIZUYVQUOQMUFC-SFYKDHMMSA-N	7-[2-[(3aR,4S,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-2-oxoethoxy]-4-methylchromen-2-one		0													not_found
WUXI01-0823_X17AY311	N[C@@H]1c2ccccc2[C@@H]2CN(C(=O)c3cnccn3)C[C@H]12	97528022	KPJIOCSFEFCYOO-KCQAQPDRSA-N	[(3aR,4S,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-pyrazin-2-ylmethanone		0													not_found
WUXI01-0823_X17AY334	Cc1ncsc1C(=O)N1C[C@@H]2[C@H](N)c3ccccc3[C@@H]2C1	95043250	CNBPNEWBYFUFMF-MELADBBJSA-N	[(3aR,4S,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-(4-methyl-1,3-thiazol-5-yl)methanone		0													not_found
WUXI01-0823_X17BY316	NCCCC(=O)N[C@@H]1c2ccccc2[C@@H]2CNC[C@H]12	97528031	FBASDVXXRZWFTE-KCQAQPDRSA-N	N-[(3aR,4S,8bR)-1,2,3,3a,4,8b-hexahydroindeno[1,2-c]pyrrol-4-yl]-4-aminobutanamide		0													not_found
WUXI01-0823_X17BY325Z001	CC(=O)N1C[C@@H]2[C@H](NC(=O)[C@@H](N)Cc3c[nH]cn3)c3ccccc3[C@@H]2C1	95043382	NHSYWXILXMCMKF-XLAORIBOSA-N	(2S)-N-[(3aR,4S,8bR)-2-acetyl-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-4-yl]-2-amino-3-(1H-imidazol-5-yl)propanamide		0													not_found
WUXI01-0823_X18AY201	N[C@H]1c2ccccc2[C@@H]2CN(C(=O)c3ccc(-c4cccs4)cc3)C[C@H]12	97410935	AAOBVBFAVVQDPS-ZJOUEHCJSA-N	[(3aR,4R,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-(4-thiophen-2-ylphenyl)methanone		0													not_found
WUXI01-0823_X18AY202	CC(C)c1sc(Cl)nc1C(=O)N1C[C@@H]2[C@@H](N)c3ccccc3[C@@H]2C1	97407808	LKEVIEKZJMRRHY-IHRRRGAJSA-N	[(3aR,4R,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-(2-chloro-5-propan-2-yl-1,3-thiazol-4-yl)methanone		0													not_found
WUXI01-0823_X18AY222	CC(=O)N1CCC(C(=O)N2C[C@@H]3[C@@H](N)c4ccccc4[C@@H]3C2)CC1	97528039	KTPMJBVGPPXIIP-BZSNNMDCSA-N	1-[4-[(3aR,4R,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrole-2-carbonyl]piperidin-1-yl]ethanone		0													not_found
WUXI01-0823_X18AY284	N[C@H]1c2ccccc2[C@@H]2CN(C(=O)c3cn4ccccc4n3)C[C@H]12	97410936	BMNCOIZBGOMBNT-MPGHIAIKSA-N	[(3aR,4R,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-imidazo[1,2-a]pyridin-2-ylmethanone		0													not_found
WUXI01-0823_X18AY337	N[C@H]1c2ccccc2[C@@H]2CN(C(=O)c3ccccn3)C[C@H]12	97407810	WGPVAGRIADMOBF-DZKIICNBSA-N	[(3aR,4R,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrol-2-yl]-pyridin-2-ylmethanone		0													not_found
WUXI01-0823_X19AY316Z001	CC(=O)N1CC2CN(C(=O)CCCN)CC2c2ccccc21	134075470	UMHRNBBJAAZVEA-UHFFFAOYSA-N	1-(5-acetyl-3,3a,4,9b-tetrahydro-1H-pyrrolo[3,4-c]quinolin-2-yl)-4-aminobutan-1-one		0													not_found
WUXI01-0823_X20BY201	NCC1CCC2(CCN(C(=O)c3ccc(-c4cccs4)cc3)CC2)CO1	131648681	UHRYABRLKODCGX-UHFFFAOYSA-N	[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-(4-thiophen-2-ylphenyl)methanone		0													not_found
WUXI01-0823_X20BY216	NCC1CCC2(CCN(C(=O)CCc3ccc(F)cc3)CC2)CO1	134078635	RDXVSYGIOKYECA-UHFFFAOYSA-N	1-[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-3-(4-fluorophenyl)propan-1-one		0													not_found
WUXI01-0823_X20BY262	CN(C)c1cccc(C(=O)N2CCC3(CCC(CN)OC3)CC2)c1	131640802	QGJPNNDHARNWKW-UHFFFAOYSA-N	[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-[3-(dimethylamino)phenyl]methanone		0													not_found
WUXI01-0823_X20BY275	NCC1CCC2(CCN(C(=O)c3ccc[nH]3)CC2)CO1	134078643	PESHIRFRCBLBBN-UHFFFAOYSA-N	[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-(1H-pyrrol-2-yl)methanone		0													not_found
WUXI01-0823_X20BY279	NCC1CCC2(CCN(C(=O)c3cccs3)CC2)CO1	134077327	NUJPDAIDGGKSNJ-UHFFFAOYSA-N	[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-thiophen-2-ylmethanone		0													not_found
WUXI01-0823_X20BY284	NCC1CCC2(CCN(C(=O)c3cn4ccccc4n3)CC2)CO1	134078644	ODALQMGSMDELSK-UHFFFAOYSA-N	[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-imidazo[1,2-a]pyridin-2-ylmethanone		0													not_found
WUXI01-0823_X20BY286	NCC1CCC2(CCN(C(=O)Cc3coc4ccccc34)CC2)CO1	134077328	MJHYGYYNJVAIRF-UHFFFAOYSA-N	1-[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-2-(1-benzofuran-3-yl)ethanone		0													not_found
WUXI01-0823_X20BY304	CC(C)(C)CC(=O)N1CCC2(CCC(CN)OC2)CC1	131651635	WQXMZXKVUKLTDB-UHFFFAOYSA-N	1-[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-3,3-dimethylbutan-1-one		0													not_found
WUXI01-0823_X20BY339	CSc1ccc(C(=O)N2CCC3(CCC(CN)OC3)CC2)s1	134077298	IUHINGWDSXQAQL-UHFFFAOYSA-N	[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-(5-methylsulfanylthiophen-2-yl)methanone		0													not_found
WUXI01-0823_X20BY343	NCC1CCC2(CCN(C(=O)c3ccc4c(c3)OCCO4)CC2)CO1	134078645	GGOYMSYDKMUXRB-UHFFFAOYSA-N	[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-(2,3-dihydro-1,4-benzodioxin-6-yl)methanone		0													not_found
WUXI01-0823_X21BY261Z002	CN1CC2(CCN(C(=O)CN)CC2)CC1=O	97528130	LTLOLXTYDNWVQD-UHFFFAOYSA-N	8-(2-aminoacetyl)-2-methyl-2,8-diazaspiro[4.5]decan-3-one		0													not_found
WUXI01-0823_X21BY320Z002	C[C@@H](N)C(=O)N1CCC2(CC1)CC(=O)N(C)C2	97528131	PWBWLEXIGDHFGE-SECBINFHSA-N	8-[(2R)-2-aminopropanoyl]-2-methyl-2,8-diazaspiro[4.5]decan-3-one		0													not_found
WUXI01-0823_X25Y003Z001	CC(=O)N1CCC2(C=C(C(=O)N3CC[C@H](N)C3)c3ccccc3O2)CC1	97528143	LQLMOBDCWFALLZ-HNNXBMFYSA-N	1-[4-[(3S)-3-aminopyrrolidine-1-carbonyl]spiro[chromene-2,4'-piperidine]-1'-yl]ethanone		0													not_found
WUXI01-0824_X001Y002Z033	N[C@@H](C(=O)N1CCC2(CC1)C(=O)Nc1ccc(-c3ccncc3)cc12)c1ccccc1	97411018	QZMMVPJGDWDWAR-JOCHJYFZSA-N	1'-[(2R)-2-amino-2-phenylacetyl]-5-pyridin-4-ylspiro[1H-indole-3,4'-piperidine]-2-one		0													not_found
WUXI01-0824_X003Y005Z004	NCC(=O)N1CC2(CCCC2)c2cc(-c3cncnc3)ccc21	97407914	AIJSACBJJHAPRV-UHFFFAOYSA-N	2-amino-1-(5-pyrimidin-5-ylspiro[2H-indole-3,1'-cyclopentane]-1-yl)ethanone		0													not_found
WUXI03-05_Y099RZ30	Cc1ccc(C(=O)N2CCC3(CC2)CC(N)CO3)cc1	131653097	GWGKIFOPOZUEJM-UHFFFAOYSA-N	(3-amino-1-oxa-8-azaspiro[4.5]decan-8-yl)-(4-methylphenyl)methanone		0													not_found
WUXI_WX140514_Y06A500	COCCn1cc2c(n1)C(CN)OCC2	121229519	ZZIHBRQPYJIBCC-UHFFFAOYSA-N	[2-(2-methoxyethyl)-5,7-dihydro-4H-pyrano[3,4-c]pyrazol-7-yl]methanamine		0													not_found
WUXI_WX190029_Y34Z100A500	NCC1COCc2c(-c3ccc4c(c3)OCO4)nnn2C1	131646245	KFTWBMVMZHDPKV-UHFFFAOYSA-N	[3-(1,3-benzodioxol-5-yl)-4,6,7,8-tetrahydrotriazolo[5,1-c][1,4]oxazepin-7-yl]methanamine		0													not_found
WX100056	CC(C)(C)OC(=O)N1CCC2(CC1)CC(N)CO2	46835582	GBLUNQGZHFQTPW-UHFFFAOYSA-N	tert-butyl 3-amino-1-oxa-8-azaspiro[4.5]decane-8-carboxylate		0													not_found
WX100064	CC(C)(C)OC(=O)N1CCC2(CCC(CN)OC2)CC1	56973605	PIQKTGXRLAEQBB-UHFFFAOYSA-N	tert-butyl 3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecane-9-carboxylate		0													not_found
WX100106_Y02	CN1C(=O)CCC12CCC(N)CC2	72699010	USEOQORLJURNEF-UHFFFAOYSA-N	8-amino-1-methyl-1-azaspiro[4.5]decan-2-one		0													not_found
