Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet
WXMG_A02C244	Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(NCc3ccccc3-n3cccn3)c21					0												
WXMG_A09C199	COC1CN(C(=O)OC(C)(C)C)CCC1Nc1cccc2c1c(C)nn2C1CCC(=O)NC1=O					0												
WXMG_A06C174	O=C1CCC(c2cccc(Nc3ccc(-c4nc5ccccc5s4)cc3)c2)C(=O)N1					0												
WXMG_A04C406	Cc1c2cccc(Nc3ccc(C4CCC(=O)NC4=O)cc3)c2nn1C					0												
WXMG_A05C131	Cn1nc2c(c1Nc1cccc3c(N4CCC(=O)NC4=O)nn(C)c13)CCC2					0												
WXMG_A17C199	COC1CN(C(=O)OC(C)(C)C)CCC1Nc1ccc2nnn(C3CCC(=O)NC3=O)c(=O)c2c1					0												
WXMG_A11C481	O=C1CCC(c2c(F)cc(NCCC3CCCC3)cc2F)C(=O)N1					0												
WXMG_A05C339	Cn1nc(N2CCC(=O)NC2=O)c2cccc(NC[C@H]3CC(F)(F)CN3C(=O)OC(C)(C)C)c21					0												
WXMG_A04C440	CCOc1ncncc1Nc1ccc(C2CCC(=O)NC2=O)cc1					0												
WXMG_A11C453	O=C1CCC(c2c(F)cc(Nc3cnn(-c4ccccn4)c3)cc2F)C(=O)N1					0												
WXMG_A18C048	Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(CNc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)c(C(F)(F)F)c3)c21					0												
WXMG_A18C232	Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(CNc3nc4c(s3)CN(C(=O)OC(C)(C)C)CC4)c21					0												
WXMG_A12C244	Cn1nc(N2CCC(=O)NC2=O)c2cc(F)c(NCc3ccccc3-n3cccn3)cc21					0												
WXMG_A11C410	O=C1CCC(c2c(F)cc(Nc3cnn4cccnc34)cc2F)C(=O)N1					0												
WXMG_A04C065	Cc1csc(-c2cccc(Nc3ccc(C4CCC(=O)NC4=O)cc3)c2)n1					0												
WXMG_A06C060	Cc1nn(C)c2cc(Nc3cccc(C4CCC(=O)NC4=O)c3)ccc12					0												
WXMG_A11C429	O=C1CCC(c2c(F)cc(Nc3cnn(C4CC4)c3)cc2F)C(=O)N1					0												
WXMG_A18C383	CC(=O)N1CC(C)(C)c2ccc(NCc3cccc4c3n(C)c(=O)n4C3CCC(=O)NC3=O)cc21					0												
WXMG_A05C357	Cn1nc(N2CCC(=O)NC2=O)c2cccc(NC3CCc4cccnc43)c21					0												
WXMG_A17C339	CC(C)(C)OC(=O)N1CC(F)(F)C[C@@H]1CNc1ccc2nnn(C3CCC(=O)NC3=O)c(=O)c2c1					0												
WXMG_A11C036	O=C1CCC(c2c(F)cc(NCc3cnn(-c4ccccc4)n3)cc2F)C(=O)N1					0												
WXMG_A04C455	CC(C)(C)OC(=O)N1CCc2ncc(Nc3ccc(C4CCC(=O)NC4=O)cc3)cc2C1					0												
WXMG_A04C426	Cc1nc2ccc(Nc3ccc(C4CCC(=O)NC4=O)cc3)cc2s1					0												
WXMG_A04C167	Cn1nc(Nc2ccc(C3CCC(=O)NC3=O)cc2)c2cccnc21					0												
WXMG_A02C029	Cn1cc(Nc2cccc3c2n(C)c(=O)n3C2CCC(=O)NC2=O)c(C(F)(F)F)n1					0												
WXMG_A06C048	CC(C)(C)OC(=O)N1CCN(c2ccc(Nc3cccc(C4CCC(=O)NC4=O)c3)cc2C(F)(F)F)CC1					0												
WXMG_A04C180	CC(C)(C)OC(=O)N1CCc2cc(Nc3ccc(C4CCC(=O)NC4=O)cc3)ccc2C1					0												
WXMG_A11C107	CC(C)(C)OC(=O)N1CC(CNc2cc(F)c(C3CCC(=O)NC3=O)c(F)c2)C1					0												
WXMG_A13D013	Cn1c(CNc2ccc(C3CCC(=O)NC3=O)cc2)cc2ccccc21					0												
WXMG_A02C385	CCOC(=O)c1cn2cc(Nc3cccc4c3n(C)c(=O)n4C3CCC(=O)NC3=O)ccc2n1					0												
WXMG_A13D044	O=C1CCC(c2ccc(NCc3csc(-c4ccccc4)n3)cc2)C(=O)N1					0												
WXMG_A04C041	Cc1nc(-c2cccc(Nc3ccc(C4CCC(=O)NC4=O)cc3)c2)cs1					0												
WXMG_A17C389	O=C1CCC(n2nnc3ccc(NCc4ccc(-n5cccn5)nc4)cc3c2=O)C(=O)N1					0												
WXMG_A12C053	Cn1nc(N2CCC(=O)NC2=O)c2cc(F)c(NCC3(F)CCCN(C(=O)OC(C)(C)C)C3)cc21					0												
WXMG_A04C061	Cc1nn(C)c2ccc(Nc3ccc(C4CCC(=O)NC4=O)cc3)cc12					0												
WXMG_A04C072	CC1CN(S(=O)(=O)c2ccc(Nc3ccc(C4CCC(=O)NC4=O)cc3)cc2)CC(C)O1					0												
WXMG_A12C146	Cn1nc(N2CCC(=O)NC2=O)c2cc(F)c(NC3CCOc4cc(F)ccc43)cc21					0												
WXMG_A04C427	O=C1CCC(c2ccc(Nc3cnn(-c4ccc(F)cc4)c3)cc2)C(=O)N1					0												
WXMG_A04C461	Cc1cn(-c2cc(Nc3ccc(C4CCC(=O)NC4=O)cc3)cc(C(F)(F)F)c2)cn1					0												
WXMG_A11C063	CC(C)(C)OC(=O)N1CCC(F)(CNc2cc(F)c(C3CCC(=O)NC3=O)c(F)c2)CC1					0												
WXMG_A11C437	CN1CCC(n2cc(Nc3cc(F)c(C4CCC(=O)NC4=O)c(F)c3)cn2)CC1					0												
WXMG_A04C131	Cn1nc2c(c1Nc1ccc(C3CCC(=O)NC3=O)cc1)CCC2					0												
WXMG_A14C167	Cn1nc(NC2CCN(c3ccc(C4CCC(=O)NC4=O)cc3)CC2)c2cccnc21					0												
WXMG_A13D001	O=C1CCC(c2ccc(NCc3ccnn3-c3ccccc3)cc2)C(=O)N1					0												
WXMG_A11C237	CC1(CNc2cc(F)c(C3CCC(=O)NC3=O)c(F)c2)CN(C(=O)OC(C)(C)C)C1					0												
WXMG_A17C388	O=C1CCC(n2nnc3ccc(NCc4c(F)ccc5c4CCO5)cc3c2=O)C(=O)N1					0												
WXMG_A13D031	O=C1CCC(c2ccc(NCc3cccc4ccnn34)cc2)C(=O)N1					0												
WXMG_A11C428	CC(C)(C)OC(=O)N1CC[C@@H]1CNc1cc(F)c(C2CCC(=O)NC2=O)c(F)c1					0												
WXMG_A06C075	CN1C(=O)COc2ccc(Nc3cccc(C4CCC(=O)NC4=O)c3)cc21					0												
WXMG_A12C177	Cn1nc(N2CCC(=O)NC2=O)c2cc(F)c(Nc3ccc4c(c3)N(C(=O)OC(C)(C)C)CC4)cc21					0												
WXMG_A17C244	O=C1CCC(n2nnc3ccc(NCc4ccccc4-n4cccn4)cc3c2=O)C(=O)N1					0												
WXMG_A12C438	COc1cc(Nc2cc3c(cc2F)c(N2CCC(=O)NC2=O)nn3C)ccc1-c1cnco1					0												
WXMG_A13D039	Cc1nc2ccc(CNc3ccc(C4CCC(=O)NC4=O)cc3)cc2o1					0												
WXMG_A04C047	O=C1CCC(c2ccc(Nc3ccc(-n4cccn4)nc3)cc2)C(=O)N1					0												
WXMG_A12C383	CC(=O)N1CC(C)(C)c2ccc(Nc3cc4c(cc3F)c(N3CCC(=O)NC3=O)nn4C)cc21					0												
WXMG_A14C131	Cn1nc2c(c1NC1CCN(c3ccc(C4CCC(=O)NC4=O)cc3)CC1)CCC2					0												
WXMG_A14C397	O=C1CCC(c2ccc(N3CCC(Nc4cnc5cccnn45)CC3)cc2)C(=O)N1					0												
WXMG_A02C455	Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(Nc3cnc4c(c3)CN(C(=O)OC(C)(C)C)CC4)c21					0												
WXMG_A13D014	COc1ncc(CNc2ccc(C3CCC(=O)NC3=O)cc2)cn1					0												
WXMG_A14C444	CC(C)(C)c1cc(NC2CCN(c3ccc(C4CCC(=O)NC4=O)cc3)CC2)n(-c2cccnc2)n1					0												
WXMG_A13D011	CCn1cnc(CNc2ccc(C3CCC(=O)NC3=O)cc2)c1					0												
WXMG_A13D020	CCn1ccc(CNc2ccc(C3CCC(=O)NC3=O)cc2)n1					0												
WXMG_A13D023	Cn1ccc2cccc(CNc3ccc(C4CCC(=O)NC4=O)cc3)c21					0												
WXMG_A18C455	Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(CNc3cnc4c(c3)CN(C(=O)OC(C)(C)C)CC4)c21					0												
WXMG_A18C121	Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(CNc3ccc4c(c3)CN(C(=O)OC(C)(C)C)CC4)c21					0												
WXMG_A13D032	CC(C)n1nccc1CNc1ccc(C2CCC(=O)NC2=O)cc1					0												
WXMG_A13D033	CS(=O)(=O)c1ccc(CNc2ccc(C3CCC(=O)NC3=O)cc2)c(C(F)(F)F)c1					0												
WXMG_A13D025	Cn1ccc2c(CNc3ccc(C4CCC(=O)NC4=O)cc3)cccc21					0												
Chemistry 5100	C=C(C)COc1ccccc1CNc1nc(-c2ccc(S(C)(=O)=O)nc2)cs1					0												
Chemistry 5639	C=CC(C)NC(=O)c1n[nH]cc1Nc1nccc(-c2ccccc2)n1					0												
Chemistry 5633	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncc(OCc2ccccc2)cn1					0												
Chemistry 5614	C=C(F)C(=O)N[C@H](CC(=O)N(C)c1ncccc1N)Cc1csc2ccccc12					0												
Chemistry 5642	C=CC(C)NC(=O)c1n[nH]cc1NCc1ccc(F)cc1					0												
Chemistry 5638	C=CC(C)NC(=O)c1n[nH]cc1Nc1ccnc(-c2ccccc2)n1					0												
Chemistry 5618	C=CC(=O)N1CCC([C@@H](C)Nc2nccc(S(C)(=O)=O)n2)CC1					0												
Chemistry 2643	C=C(C)CNC(=O)C[C@H](Cc1cccs1)Nc1ncnc2c1ccn2C					0												
Chemistry 5626	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2cccnc12					0												
Chemistry 5627	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncc2cn[nH]c2n1					0												
Chemistry 5640	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncccn1					0												
Chemistry 2425	C=Cc1cccc(NC(=O)C[C@H]2CC[C@H](Nc3cc4ncnn4cn3)CC2)c1					0												
Chemistry 5629	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2sccc12					0												
Chemistry 5630	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncc2ccccc2n1					0												
Chemistry 5632	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2sc(C(C)C)cc12					0												
Chemistry 5606	C=CC(=O)N1C[C@H](Nc2ncc3cc(F)cc(Br)c3n2)[C@@H](O)C1					0												
Chemistry 5643	C=CC(C)NC(=O)c1n[nH]cc1Nc1cc(-c2ccccc2)ncn1					0												
Chemistry 5650	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2cc[nH]c12					0												
Chemistry 5620	C=C(F)C(=O)N1CCCC(O)(CNc2cc(OC)nc(C)n2)C1					0												
Chemistry 5635	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncc(-c2ccccc2)cn1					0												
Chemistry 5634	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2[nH]ccc12					0												
Chemistry 5622	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2c1ccn2C					0												
Chemistry 5637	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncc2sccc2n1					0												
Chemistry 5647	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2[nH]c(C)nc12					0												
Chemistry 2299	C=Cc1ccc2cnc(Nc3cnn([C@H]4CCOC4)c3C)nc2c1					0												
Chemistry 5636	C=CC(C)NC(=O)c1n[nH]cc1Nc1cc(Oc2ccccc2)ncn1					0												
Chemistry 2156	C=CCN1CCC2(CC1)CC(Nc1cccnc1)c1ccccc1O2	131653356	VCORJYJDMDHFCJ-UHFFFAOYSA-N	1'-prop-2-enyl-N-pyridin-3-ylspiro[3,4-dihydrochromene-2,4'-piperidine]-4-amine		0												
Chemistry 1178	C=CCCC(=O)N1CC[C@]2(C1)C[C@H](Nc1ncccn1)C2	98896747	IGFWNOCSBJHOOD-UHFFFAOYSA-N	1-[2-(pyrimidin-2-ylamino)-6-azaspiro[3.4]octan-6-yl]pent-4-en-1-one		0												
Chemistry 940	C=CCCC(=O)N1CCC2(COCc3cnc(NCc4cncn4C)nc32)C1	155850551	FSIDTJWTONPDCX-UHFFFAOYSA-N	1-[2-[(3-methylimidazol-4-yl)methylamino]spiro[5,7-dihydropyrano[4,3-d]pyrimidine-8,3'-pyrrolidine]-1'-yl]pent-4-en-1-one		0												
Chemistry 912	C=CCN1C(=O)C2(CCOCC2)c2cc(NCc3cnn(C)c3)ccc21	97507317	YSVZQLQPMBCWTM-UHFFFAOYSA-N	5-[(1-methylpyrazol-4-yl)methylamino]-1-prop-2-enylspiro[indole-3,4'-oxane]-2-one		0												
Chemistry 1016	C=C(C)C(=O)N1CC2(CC(Nc3ccc(OC)cc3)CS2)C1	155878275	ZEYCJVMGSMZTMC-UHFFFAOYSA-N	1-[7-(4-methoxyanilino)-5-thia-2-azaspiro[3.4]octan-2-yl]-2-methylprop-2-en-1-one		0												
Chemistry 1692	C=CCCC(=O)N1CCC2(CC1)CC(Nc1ncccn1)C2	98897100	XUEILMJBFQZYET-UHFFFAOYSA-N	1-[2-(pyrimidin-2-ylamino)-7-azaspiro[3.5]nonan-7-yl]pent-4-en-1-one		0												
Chemistry 552	C=CCN1C(=O)C2(CCOCC2)c2cc(N)ccc21	124248431	ZPPIOXCWGJDRRD-UHFFFAOYSA-N	5-amino-1-prop-2-enylspiro[indole-3,4'-oxane]-2-one		0												
Chemistry 207	C=CC(=O)N1CCC(Nc2ccnn2C)(C(=O)N(C)C)CC1	155879792	UVESGVACXSCESZ-UHFFFAOYSA-N	N,N-dimethyl-4-[(2-methylpyrazol-3-yl)amino]-1-prop-2-enoylpiperidine-4-carboxamide		0												
Chemistry 108	C=CC(=O)N1CCC(Nc2ccccc2)(C(=O)NCCOC)CC1	155875327	MBJYPPBFNLHHMO-UHFFFAOYSA-N	4-anilino-N-(2-methoxyethyl)-1-prop-2-enoylpiperidine-4-carboxamide		0												
Chemistry 216	C=CC(=O)N1CCC(Nc2ccnn2C)(C(=O)NC)CC1	155879899	KQDZFRSPEYPMSA-UHFFFAOYSA-N	N-methyl-4-[(2-methylpyrazol-3-yl)amino]-1-prop-2-enoylpiperidine-4-carboxamide		0												
Chemistry 5274	C=CC(=O)N1CCO[C@@H](C(=O)NCCNc2ccccc2)C1	172895758	NASSGXQGHFEOTB-CQSZACIVSA-N	(2R)-N-(2-anilinoethyl)-4-prop-2-enoylmorpholine-2-carboxamide		0												
Chemistry 464	C=CCOc1ccc(C(=O)N2CCc3ncnc(NC4CC4)c3CC2)cc1	131690917	IWTQTKSQGZIVIL-UHFFFAOYSA-N	[4-(cyclopropylamino)-5,6,8,9-tetrahydropyrimido[4,5-d]azepin-7-yl]-(4-prop-2-enoxyphenyl)methanone		0												
Chemistry 3865	C=CC(=O)N1CCN(c2ccc(Nc3nc(C)cc(C#N)n3)cc2)CC1	172888645	SAZSRAAAMQTJIP-UHFFFAOYSA-N	6-methyl-2-[4-(4-prop-2-enoylpiperazin-1-yl)anilino]pyrimidine-4-carbonitrile		0												
Chemistry 4304	C=CC(=O)N1CCCC(CCNc2ncc3c(Cl)cccc3n2)C1	172889730	WMFMWBQQGABCOP-UHFFFAOYSA-N	1-[3-[2-[(5-chloroquinazolin-2-yl)amino]ethyl]piperidin-1-yl]prop-2-en-1-one		0												
Chemistry 203	C=CC(=O)N1CCC(Nc2cccc(F)c2)(C(=O)NC(C)C)CC1	155879850	WONDYNOGCZQMSC-UHFFFAOYSA-N	4-(3-fluoroanilino)-N-propan-2-yl-1-prop-2-enoylpiperidine-4-carboxamide		0												
Chemistry 4370	C=CC(=O)N1CCc2ccc(Nc3ncc(C(F)(F)F)cn3)cc2C1	172888808	YSJRUQPGHJFIEJ-UHFFFAOYSA-N	1-[7-[[5-(trifluoromethyl)pyrimidin-2-yl]amino]-3,4-dihydro-1H-isoquinolin-2-yl]prop-2-en-1-one		0												
Chemistry 2844	C=CC(=O)N1Cc2ccc(Nc3ncc(CC)cn3)cc2C1	172888008	JYJBAMBIXHCIRP-UHFFFAOYSA-N	1-[5-[(5-ethylpyrimidin-2-yl)amino]-1,3-dihydroisoindol-2-yl]prop-2-en-1-one		0												
Chemistry 5645	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2c1ccn2Cc1ccccc1					0												
Chemistry 4536	C=CC(=O)N1CCOC(CNc2nccc(-c3cn(C)c4ccccc34)n2)C1	172894591	JOXSINBOYWTPLO-UHFFFAOYSA-N	1-[2-[[[4-(1-methylindol-3-yl)pyrimidin-2-yl]amino]methyl]morpholin-4-yl]prop-2-en-1-one		0												
Chemistry 3777	C=CC(=O)N[C@H](C)c1ccc(-c2c[nH]c(=N)cc2C(F)(F)F)cc1	172887524	PJLFDCCDSKTHJD-SNVBAGLBSA-N	N-[(1R)-1-[4-[6-amino-4-(trifluoromethyl)-3-pyridinyl]phenyl]ethyl]prop-2-enamide		0												
Chemistry 4428	C=CC(=O)N1CC(C)(CNc2cc(C(F)(F)F)ncn2)C1	172888617	CNKGDCDQBNDYLZ-UHFFFAOYSA-N	1-[3-methyl-3-[[[6-(trifluoromethyl)pyrimidin-4-yl]amino]methyl]azetidin-1-yl]prop-2-en-1-one		0												
Chemistry 3978	C=CC(=O)N1Cc2ccccc2C1C(=O)NCCNc1ccccc1	172889620	IJYKHSRTPAYTEG-UHFFFAOYSA-N	N-(2-anilinoethyl)-2-prop-2-enoyl-1,3-dihydroisoindole-1-carboxamide		0												
Chemistry 5309	C=CCCC(=O)N1CCC(n2cc(Nc3ncc4c(Cl)cccc4n3)cn2)CC1	172909744	VEVFDNFSOUNCBI-UHFFFAOYSA-N	1-[4-[4-[(5-chloroquinazolin-2-yl)amino]pyrazol-1-yl]piperidin-1-yl]pent-4-en-1-one		0												
Chemistry 5418	C=CC(=O)N1CCSC(C(=O)NCCNc2ccccc2)C1	172888295	NBTATEHNTQOCCG-UHFFFAOYSA-N	N-(2-anilinoethyl)-4-prop-2-enoylthiomorpholine-2-carboxamide		0												
Chemistry 4425	C=CC(=O)N1CC(Nc2ncc(C)cn2)C(F)(F)C1	172888103	OEBIWXBLBQTYFF-UHFFFAOYSA-N	1-[3,3-difluoro-4-[(5-methylpyrimidin-2-yl)amino]pyrrolidin-1-yl]prop-2-en-1-one		0												
Chemistry 2602	C=CC(=O)N1CC(n2cc(Nc3ncc4c(Cl)cccc4n3)cn2)C1	172889686	WOXHYNFXXWHXTE-UHFFFAOYSA-N	1-[3-[4-[(5-chloroquinazolin-2-yl)amino]pyrazol-1-yl]azetidin-1-yl]prop-2-en-1-one		0												
Chemistry 5631	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2cnccc12					0												
Chemistry 4875	C=CC(=O)N1CCC(Nc2ncncc2F)C(C)(C)C1	172887636	BHDFMRQNAOQJBZ-UHFFFAOYSA-N	1-[4-[(5-fluoropyrimidin-4-yl)amino]-3,3-dimethylpiperidin-1-yl]prop-2-en-1-one		0												
Chemistry 5644	C=CC(C)NC(=O)[C@H]1CCC[C@H]1Nc1ncnc2[nH]c(C)cc12					0												
Chemistry 3375	C=CC(=O)N1CCC(F)(F)[C@H](Nc2cc(OC)ncn2)C1	172894726	SYCZURKALXPALJ-SECBINFHSA-N	1-[(3R)-4,4-difluoro-3-[(6-methoxypyrimidin-4-yl)amino]piperidin-1-yl]prop-2-en-1-one		0												
Chemistry 182	C=CC(=O)N1CCC(Nc2cccc(OC)c2)(C(=O)NC)CC1	155879578	PTTPAMNNPMXOTN-UHFFFAOYSA-N	4-(3-methoxyanilino)-N-methyl-1-prop-2-enoylpiperidine-4-carboxamide		0												
Chemistry 5608	C=C(F)C(=O)N1[C@@H]2CCC[C@H]1C[C@H](Nc1nc(C)cc(C)n1)C2					0												
Chemistry 3074	C=CC(=O)N1CCOC(CNc2cc(OC)nc(C)n2)C1	172888588	CIEHFVJHVJFCRK-UHFFFAOYSA-N	1-[2-[[(6-methoxy-2-methylpyrimidin-4-yl)amino]methyl]morpholin-4-yl]prop-2-en-1-one		0												
Chemistry 2966	C=CC(=O)N1CCN(C(=O)c2ccc(Nc3ncc(F)c(OC)n3)cc2)CC1	172887232	QPZOCZUPLWUOQM-UHFFFAOYSA-N	1-[4-[4-[(5-fluoro-4-methoxypyrimidin-2-yl)amino]benzoyl]piperazin-1-yl]prop-2-en-1-one		0												
Chemistry 3367	C=CC(=O)NC1CC(Nc2cc(OC)nc(OC)n2)C1	172888762	FQJKODWPIKBDIB-UHFFFAOYSA-N	N-[3-[(2,6-dimethoxypyrimidin-4-yl)amino]cyclobutyl]prop-2-enamide		0												
Chemistry 5649	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncnc2[nH]cc(C)c12					0												
Chemistry 5648	C=CC(C)NC(=O)c1n[nH]cc1Nc1ncc2c(n1)NC(=O)C2					0												
Chemistry 5651	C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1				GET JSON failed: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/smiles/C%2FC%3DC%2FC%28%3DO%29Nc1cc2c%28Nc3ccc%28F%29c%28Cl%29c3%29ncnc2cc1O%5BC%40H%5D1CCOC1/property/CanonicalSMILES,InChIKey,IUPACName/JSON: HTTP Error 400: PUGREST.BadRequest	0												
Chemistry 2301	C=Cc1ccc2cnc(Nc3cccc4nc(O)ccc34)nc2c1	171673492	PEMUPZCVPCFQIW-UHFFFAOYSA-N	5-[(7-ethenylquinazolin-2-yl)amino]-1H-quinolin-2-one		0												
Chemistry 2347	C=C(c1ccccc1)c1cc(N)ccn1	168259535	MRWDOLUCVQCHIB-UHFFFAOYSA-N	2-(1-phenylethenyl)pyridin-4-amine		0												
