Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet	Category
RS20004318	O=C(O)Cc1ccc(C(F)(F)F)cc1	118342	HNORVZDAANCHAY-UHFFFAOYSA-N	2-[4-(trifluoromethyl)phenyl]acetic acid		2	paper	Europe PMC	"""2-[4-(trifluoromethyl)phenyl]acetic acid"""	exact_name	medium	Point-Substitution of Phenylalanine Residues of 26RFa Neuropeptide: A Structure-Activity Relationship Study.	2021	34299587	https://doi.org/10.3390/molecules26144312	Lefranc B, Alim K, Neveu C, Le Marec O, Dubessy C, Boutin JA, Chuquet J, Vaudry D, Prévost G, Picot M, Vaudry H, Chartrel N, Leprince J.	Molecules		papers_only
RS20004318	O=C(O)Cc1ccc(C(F)(F)F)cc1	118342	HNORVZDAANCHAY-UHFFFAOYSA-N	2-[4-(trifluoromethyl)phenyl]acetic acid		2	paper	Europe PMC	"""2-[4-(trifluoromethyl)phenyl]acetic acid"""	exact_name	medium	Synthesis and biological characterization of an orally bioavailable lactate dehydrogenase-A inhibitor against pancreatic cancer.	2024	38925013	https://doi.org/10.1016/j.ejmech.2024.116598	Sharma H, Mondal S, Urquiza U, Esparza C, Bartlett S, Santa-Pinter L, Hill H, White M, Sharma P, Luckett-Chastain L, Cooper A, Rasel M, Gao P, Battaile KP, Shukla SK, Lovell S, Ihnat MA.	Eur J Med Chem		papers_only
RS20004388	O=C(O)c1ccc(Cl)nc1Cl	854047	AJPKQSSFYHPYMH-UHFFFAOYSA-N	2,6-dichloropyridine-3-carboxylic acid		3	paper	Europe PMC	"""2,6-dichloropyridine-3-carboxylic acid"""	exact_name	medium	Allosteric folding correction of F508del and rare CFTR mutants by elexacaftor-tezacaftor-ivacaftor (Trikafta) combination.	2020	32853178	https://doi.org/10.1172/jci.insight.139983	Veit G, Roldan A, Hancock MA, Da Fonte DF, Xu H, Hussein M, Frenkiel S, Matouk E, Velkov T, Lukacs GL.	JCI Insight		papers_only
RS20004388	O=C(O)c1ccc(Cl)nc1Cl	854047	AJPKQSSFYHPYMH-UHFFFAOYSA-N	2,6-dichloropyridine-3-carboxylic acid		3	paper	Europe PMC	"""2,6-dichloropyridine-3-carboxylic acid"""	exact_name	medium	Top Selling (2026) Small Molecule Orphan Drugs: A Journey into Their Chemistry.	2023	36674441	https://doi.org/10.3390/ijms24020930	Benedetto Tiz D, Bagnoli L, Rosati O, Marini F, Sancineto L, Santi C.	Int J Mol Sci		papers_only
RS20004388	O=C(O)c1ccc(Cl)nc1Cl	854047	AJPKQSSFYHPYMH-UHFFFAOYSA-N	2,6-dichloropyridine-3-carboxylic acid		3	paper	Europe PMC	"""2,6-dichloropyridine-3-carboxylic acid"""	exact_name	medium	Organic Synthesis and Current Understanding of the Mechanisms of CFTR Modulator Drugs Ivacaftor, Tezacaftor, and Elexacaftor.	2024	38398574	https://doi.org/10.3390/molecules29040821	Ferreira FC, Buarque CD, Lopes-Pacheco M.	Molecules		papers_only
RS20008740	Brc1ccc2cccnc2c1	521259	XYBSZCUHOLWQQU-UHFFFAOYSA-N	7-bromoquinoline		5	paper	Europe PMC	"""7-bromoquinoline"""	exact_name	medium	Organocatalyst-mediated five-pot synthesis of (-)-quinine.	2022	36477407	https://doi.org/10.1038/s41467-022-34916-z	Terunuma T, Hayashi Y.	Nat Commun		papers_only
RS20008740	Brc1ccc2cccnc2c1	521259	XYBSZCUHOLWQQU-UHFFFAOYSA-N	7-bromoquinoline		5	paper	Europe PMC	"""7-bromoquinoline"""	exact_name	medium	An Isoxazoloquinone Derivative Inhibits Tumor Growth by Targeting STAT3 and Triggering Its Ubiquitin-Dependent Degradation.	2023	37173892	https://doi.org/10.3390/cancers15092424	Xie Y, Zhu S, Chen L, Liu H, Peng T, Ming Z, Zou Z, Hu X, Luo W, Peng K, Nie Y, Luo T, Ma D, Liu S, Luo Z.	Cancers (Basel)		papers_only
RS20008740	Brc1ccc2cccnc2c1	521259	XYBSZCUHOLWQQU-UHFFFAOYSA-N	7-bromoquinoline		5	paper	Europe PMC	"""7-bromoquinoline"""	exact_name	medium	Synthesis of Novel 7-Phenyl-2,3-Dihydropyrrolo[2,1-&lt;i&gt;b&lt;/i&gt;]Quinazolin-9(1&lt;i&gt;H&lt;/i&gt;)-ones as Cholinesterase Inhibitors Targeting Alzheimer's Disease Through Suzuki-Miyaura Cross-Coupling Reaction.	2025	40649306	https://doi.org/10.3390/molecules30132791	Turgunov D, Nie L, Nasrullaev A, Murtazaeva Z, Wang B, Kholmurodova D, Kuryazov R, Zhao J, Bozorov K, Aisa HA.	Molecules		papers_only
RS20008740	Brc1ccc2cccnc2c1	521259	XYBSZCUHOLWQQU-UHFFFAOYSA-N	7-bromoquinoline		5	paper	Europe PMC	"""7-bromoquinoline"""	exact_name	medium	Dual-State Photophysical Modulation via Bifurcated Hydrogen Bonding in a U-Shaped Dipyridophenazine-Cored Donor-π-Acceptor-π-Donor Fluorophore.	2026	41452189	https://doi.org/10.1002/chem.202503421	Takei K, Kobashi S, Divya, Tohnai N, Minakata S, Kobayashi Y, de Silva P, Takeda Y.	Chemistry		papers_only
RS20008740	Brc1ccc2cccnc2c1	521259	XYBSZCUHOLWQQU-UHFFFAOYSA-N	7-bromoquinoline		5	paper	Europe PMC	"""7-bromoquinoline"""	exact_name	medium	Formal Synthesis of <i>Ortho</i>-Cyanated <i>N</i>-Heterocycles via Direct, Metal-Free Cyanation of <i>N</i>-Oxides Under Benign Conditions.	2026	41599325	https://doi.org/10.3390/molecules31020276	Xiao H, Wufuer R, Wang D.	Molecules		papers_only
RS20008992	COc1ccc(Br)c(C)n1	10798146	VWNXCCTWVAQAPL-UHFFFAOYSA-N	3-bromo-6-methoxy-2-methylpyridine		1	paper	Europe PMC	"""3-bromo-6-methoxy-2-methylpyridine"""	exact_name	medium	Defining Structure-Functional Selectivity Relationships (SFSR) for a Class of Non-Catechol Dopamine D<sub>1</sub> Receptor Agonists.	2019	30875219	https://doi.org/10.1021/acs.jmedchem.9b00351	Martini ML, Liu J, Ray C, Yu X, Huang XP, Urs A, Urs N, McCorvy JD, Caron MG, Roth BL, Jin J.	J Med Chem		papers_only
RS20012076	O=C(O)c1cc2cc(F)ccc2[nH]1	1820	WTXBRZCVLDTWLP-UHFFFAOYSA-N	5-fluoro-1H-indole-2-carboxylic acid		5	paper	Europe PMC	"""5-fluoro-1H-indole-2-carboxylic acid"""	exact_name	medium	A long way to go: caspase inhibitors in clinical use.	2021	34654807	https://doi.org/10.1038/s41419-021-04240-3	Dhani S, Zhao Y, Zhivotovsky B.	Cell Death Dis		papers_only
RS20012076	O=C(O)c1cc2cc(F)ccc2[nH]1	1820	WTXBRZCVLDTWLP-UHFFFAOYSA-N	5-fluoro-1H-indole-2-carboxylic acid		5	paper	Europe PMC	"""5-fluoro-1H-indole-2-carboxylic acid"""	exact_name	medium	Rapid Construction of a Chloromethyl-Substituted Duocarmycin-like Prodrug.	2023	37375372	https://doi.org/10.3390/molecules28124818	Bengtsson C, Gravenfors Y.	Molecules		papers_only
RS20012076	O=C(O)c1cc2cc(F)ccc2[nH]1	1820	WTXBRZCVLDTWLP-UHFFFAOYSA-N	5-fluoro-1H-indole-2-carboxylic acid		5	paper	Europe PMC	"""5-fluoro-1H-indole-2-carboxylic acid"""	exact_name	medium	Synthesis, Structure-Activity Relationships, Radiofluorination, and Biological Evaluation of [<sup>18</sup>F]RM365, a Novel Radioligand for Imaging the Human Cannabinoid Receptor Type 2 (CB2R) in the Brain with PET.	2023	37816245	https://doi.org/10.1021/acs.jmedchem.3c01035	Teodoro R, Gündel D, Deuther-Conrad W, Kazimir A, Toussaint M, Wenzel B, Bormans G, Hey-Hawkins E, Kopka K, Brust P, Moldovan RP.	J Med Chem		papers_only
RS20012076	O=C(O)c1cc2cc(F)ccc2[nH]1	1820	WTXBRZCVLDTWLP-UHFFFAOYSA-N	5-fluoro-1H-indole-2-carboxylic acid		5	paper	Europe PMC	"""5-fluoro-1H-indole-2-carboxylic acid"""	exact_name	medium	Computational screening of chemical constituents derived from berry fruits as allosteric caspace-3/-7 inhibitors.	2024	39297056	https://doi.org/10.1007/s13205-024-04067-7	Ansari WA, Khan MA, Hasan SMM, Siddiqui Z, Ahmad S, Khan MS, Khan MF.	3 Biotech		papers_only
RS20012076	O=C(O)c1cc2cc(F)ccc2[nH]1	1820	WTXBRZCVLDTWLP-UHFFFAOYSA-N	5-fluoro-1H-indole-2-carboxylic acid		5	paper	Europe PMC	"""5-fluoro-1H-indole-2-carboxylic acid"""	exact_name	medium	A new synthetic approach to the 3,4-dihydro-1&lt;i&gt;H&lt;/i&gt;-[1,4]oxazino[4,3-&lt;i&gt;a&lt;/i&gt;]indole system from ethyl 1&lt;i&gt;H&lt;/i&gt;-indole-2-carboxylates and activated glycerol carbonate.	2025	40476254	https://doi.org/10.1039/d5ra02996a	Zagorskytė I, Arbačiauskienė E, Račkauskienė G, Belyakov S, Bieliauskas A, Rollin P, Šačkus A.	RSC Adv		papers_only
RS20013803	CC(c1cc2ccccc2s1)N(O)C(N)=O	60490	MWLSOWXNZPKENC-UHFFFAOYSA-N	1-[1-(1-benzothiophen-2-yl)ethyl]-1-hydroxyurea		3	paper	Europe PMC	"""1-[1-(1-benzothiophen-2-yl)ethyl]-1-hydroxyurea"""	exact_name	medium	Development and validation of a liquid chromatography-mass spectrometry method for the determination of zileuton in human plasma.	2014	25853069	https://doi.org/10.3797/scipharm.1402-19	Prakash K, Adiki SK, Kalakuntla RR.	Sci Pharm		papers_only
RS20013803	CC(c1cc2ccccc2s1)N(O)C(N)=O	60490	MWLSOWXNZPKENC-UHFFFAOYSA-N	1-[1-(1-benzothiophen-2-yl)ethyl]-1-hydroxyurea		3	paper	Europe PMC	"""1-[1-(1-benzothiophen-2-yl)ethyl]-1-hydroxyurea"""	exact_name	medium	Inhibition of 5-lipoxygenase inhibitor zileuton in high-fat diet-induced nonalcoholic fatty liver disease progression model.	2017	29299197	https://doi.org/10.22038/ijbms.2017.9482	Ma K, Chen Y, Liang X, Miao J, Zhao Q.	Iran J Basic Med Sci		papers_only
RS20013803	CC(c1cc2ccccc2s1)N(O)C(N)=O	60490	MWLSOWXNZPKENC-UHFFFAOYSA-N	1-[1-(1-benzothiophen-2-yl)ethyl]-1-hydroxyurea		3	paper	Europe PMC	"""1-[1-(1-benzothiophen-2-yl)ethyl]-1-hydroxyurea"""	exact_name	medium	Zileuton	2006	30000545	https://pubmed.ncbi.nlm.nih.gov/30000545/		MED		papers_only
RS20014529	COc1ccc(C(=O)O)c(C)c1	597216	MSVRGYOYISBGTH-UHFFFAOYSA-N	4-methoxy-2-methylbenzoic acid		2	paper	Europe PMC	"""4-methoxy-2-methylbenzoic acid"""	exact_name	medium	Long-Range Olefin Isomerization Catalyzed by Palladium(0) Nanoparticles.	2017	31457465	https://doi.org/10.1021/acsomega.6b00509	Chuc LTN, Chen CS, Lo WS, Shen PC, Hsuan YC, Tsai HG, Shieh FK, Hou DR.	ACS Omega		papers_only
RS20014529	COc1ccc(C(=O)O)c(C)c1	597216	MSVRGYOYISBGTH-UHFFFAOYSA-N	4-methoxy-2-methylbenzoic acid		2	paper	Europe PMC	"""4-methoxy-2-methylbenzoic acid"""	exact_name	medium	Structure-Activity Relationship of Phenylpyrazolones against Trypanosoma cruzi.	2020	32249532	https://doi.org/10.1002/cmdc.202000136	Sijm M, Sterk GJ, Caljon G, Maes L, de Esch IJP, Leurs R.	ChemMedChem		papers_only
WX100765	CC(C)(C)OC(=O)N1CCC2(CC1)NC(=O)NC2=O	3629994	DHJXKTPWDXJQEK-UHFFFAOYSA-N	tert-butyl 2,4-dioxo-1,3,8-triazaspiro[4.5]decane-8-carboxylate		2	paper	Europe PMC	"""tert-butyl 2,4-dioxo-1,3,8-triazaspiro[4.5]decane-8-carboxylate"""	exact_name	medium	Evaluation of spiropiperidine hydantoins as a novel class of antimalarial agents.	2015	25797165	https://doi.org/10.1016/j.bmc.2015.02.050	Meyers MJ, Anderson EJ, McNitt SA, Krenning TM, Singh M, Xu J, Zeng W, Qin L, Xu W, Zhao S, Qin L, Eickhoff CS, Oliva J, Campbell MA, Arnett SD, Prinsen MJ, Griggs DW, Ruminski PG, Goldberg DE, Ding K, Liu X, Tu Z, Tortorella MD, Sverdrup FM, Chen X.	Bioorg Med Chem		papers_only
WX100765	CC(C)(C)OC(=O)N1CCC2(CC1)NC(=O)NC2=O	3629994	DHJXKTPWDXJQEK-UHFFFAOYSA-N	tert-butyl 2,4-dioxo-1,3,8-triazaspiro[4.5]decane-8-carboxylate		2	paper	Europe PMC	"""tert-butyl 2,4-dioxo-1,3,8-triazaspiro[4.5]decane-8-carboxylate"""	exact_name	medium	Discovery of Potent Coumarin-Based Kinetic Stabilizers of Amyloidogenic Immunoglobulin Light Chains Using Structure-Based Design.	2021	33939422	https://doi.org/10.1021/acs.jmedchem.1c00339	Yan NL, Santos-Martins D, Nair R, Chu A, Wilson IA, Johnson KA, Forli S, Morgan GJ, Petrassi HM, Kelly JW.	J Med Chem		papers_only
WX101888	CC(C)(C)OC(=O)N1CC2(CCC(CO)O2)C1	71762894	IQPBJPYNUXVTEC-UHFFFAOYSA-N	tert-butyl 6-(hydroxymethyl)-5-oxa-2-azaspiro[3.4]octane-2-carboxylate		1	paper	Europe PMC	"""tert-butyl 6-(hydroxymethyl)-5-oxa-2-azaspiro[3.4]octane-2-carboxylate"""	exact_name	medium	Synthesis of a family of spirocyclic scaffolds: building blocks for the exploration of chemical space.	2013	23758452	https://doi.org/10.1021/jo400738b	Kumar S, Thornton PD, Painter TO, Jain P, Downard J, Douglas JT, Santini C.	J Org Chem		papers_only
WX130112	O=C(O)c1cn2ccc(Cl)cc2n1	28875810	BEFUOITXMHRTRQ-UHFFFAOYSA-N	7-chloroimidazo[1,2-a]pyridine-2-carboxylic acid		1	paper	Europe PMC	"""7-chloroimidazo[1,2-a]pyridine-2-carboxylic acid"""	exact_name	medium	Design, synthesis, and biological evaluation of novel imidazo[1,2-a]pyridinecarboxamides as potent anti-tuberculosis agents.	2020	32515129	https://doi.org/10.1111/cbdd.13739	Onajole OK, Lun S, Yun YJ, Langue DY, Jaskula-Dybka M, Flores A, Frazier E, Scurry AC, Zavala A, Arreola KR, Pierzchalski B, Ayitou AJ, Bishai WR.	Chem Biol Drug Des		papers_only
WX140967	O=C1NCCCc2[nH]ccc21	54267465	RHTHRCHIHDNCNA-UHFFFAOYSA-N	5,6,7,8-tetrahydro-1H-pyrrolo[3,2-c]azepin-4-one		1	paper	Europe PMC	"""5,6,7,8-tetrahydro-1H-pyrrolo[3,2-c]azepin-4-one"""	exact_name	medium	PHARMACEUTICALLY ACCEPTABLE SALTS OF PYRROLO-NITROGENOUS HETEROCYCLIC DERIVATIVES, PREPARATION METHOD AND MEDICAL USE THEREOF	2011	WO2011095068	https://europepmc.org/article/PAT/WO2011095068	TANG PENG CHO.	PAT		papers_only
WX602171	O=C1CCc2ccccc2N1	64796	TZOYXRMEFDYWDQ-UHFFFAOYSA-N	3,4-dihydro-1H-quinolin-2-one		5	paper	Europe PMC	"""3,4-dihydro-1H-quinolin-2-one"""	exact_name	medium	Aripiprazole	2006	30000075	https://pubmed.ncbi.nlm.nih.gov/30000075/		MED		papers_only
WX602171	O=C1CCc2ccccc2N1	64796	TZOYXRMEFDYWDQ-UHFFFAOYSA-N	3,4-dihydro-1H-quinolin-2-one		5	paper	Europe PMC	"""3,4-dihydro-1H-quinolin-2-one"""	exact_name	medium	Carteolol	2006	30000575	https://pubmed.ncbi.nlm.nih.gov/30000575/		MED		papers_only
WX602171	O=C1CCc2ccccc2N1	64796	TZOYXRMEFDYWDQ-UHFFFAOYSA-N	3,4-dihydro-1H-quinolin-2-one		5	paper	Europe PMC	"""3,4-dihydro-1H-quinolin-2-one"""	exact_name	medium	New Insights on the Activity and Selectivity of MAO-B Inhibitors through In Silico Methods.	2023	37298535	https://doi.org/10.3390/ijms24119583	Pacureanu L, Bora A, Crisan L.	Int J Mol Sci		papers_only
WX602171	O=C1CCc2ccccc2N1	64796	TZOYXRMEFDYWDQ-UHFFFAOYSA-N	3,4-dihydro-1H-quinolin-2-one		5	paper	Europe PMC	"""3,4-dihydro-1H-quinolin-2-one"""	exact_name	medium	Epigenetics in pharmacogenes encoding metabolizing enzymes of second-generation antipsychotics used in schizophrenia and its clinical implications.	2025	40978466	https://doi.org/10.3389/fphar.2025.1611203	Alvarado AT, Zavaleta AI, Li-Amenero C, Bendezú MR, Garcia JA, Chávez H, Palomino-Jhong JJ, Surco-Laos F, Laos-Anchante D, Melgar-Merino EJ, Bolarte-Arteaga M, Tasayco-Yataco N, Pariona-Llanos R.	Front Pharmacol		papers_only
WX602171	O=C1CCc2ccccc2N1	64796	TZOYXRMEFDYWDQ-UHFFFAOYSA-N	3,4-dihydro-1H-quinolin-2-one		5	paper	Europe PMC	"""3,4-dihydro-1H-quinolin-2-one"""	exact_name	medium	Development of retinoid nuclear receptor pathway antagonists through targeting aldehyde dehydrogenase 1A3.	2025	41210994	https://doi.org/10.1016/j.isci.2025.113675	Esposito M, Fang C, Wei Y, Pozzan A, Beato C, Su X, Hutton JE, Reed T, Hang X, Perini ED, Wang W, Cheng X, Pan Y, Yu J, Kane M, Manoharan M, Proudfoot J, Cristea IM, Kang Y.	iScience		papers_only
WX609319	CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1	2825198	GZNDUKANJZIZOT-UHFFFAOYSA-N	1-methyl-4-(4-nitrophenyl)piperazine		5	paper	Europe PMC	"""1-methyl-4-(4-nitrophenyl)piperazine"""	exact_name	medium	Novel benzothiazole, benzimidazole and benzoxazole derivatives as potential antitumor agents: synthesis and preliminary in vitro biological evaluation.	2012	22252503	https://doi.org/10.3390/molecules17010873	Xiang P, Zhou T, Wang L, Sun CY, Hu J, Zhao YL, Yang L.	Molecules		papers_only
WX609319	CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1	2825198	GZNDUKANJZIZOT-UHFFFAOYSA-N	1-methyl-4-(4-nitrophenyl)piperazine		5	paper	Europe PMC	"""1-methyl-4-(4-nitrophenyl)piperazine"""	exact_name	medium	Synthesis and initial <i>in vitro</i> evaluation of olmutinib derivatives as prospective imaging probe for non-small cell lung cancer.	2024	38327635	https://doi.org/10.34172/bi.2023.27774	Fawwaz M, Mishiro K, Arwansyah A, Nishii R, Ogawa K.	Bioimpacts		papers_only
WX609319	CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1	2825198	GZNDUKANJZIZOT-UHFFFAOYSA-N	1-methyl-4-(4-nitrophenyl)piperazine		5	paper	Europe PMC	"""1-methyl-4-(4-nitrophenyl)piperazine"""	exact_name	medium	Explorations of Agonist Selectivity for the α9* nAChR with Novel Substituted Carbamoyl/Amido/Heteroaryl Dialkylpiperazinium Salts and Their Therapeutic Implications in Pain and Inflammation.	2024	38748608	https://doi.org/10.1021/acs.jmedchem.3c02429	Andleeb H, Papke RL, Stokes C, Richter K, Herz SM, Chiang K, Kanumuri SRR, Sharma A, Damaj MI, Grau V, Horenstein NA, Thakur GA.	J Med Chem		papers_only
WX609319	CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1	2825198	GZNDUKANJZIZOT-UHFFFAOYSA-N	1-methyl-4-(4-nitrophenyl)piperazine		5	paper	Europe PMC	"""1-methyl-4-(4-nitrophenyl)piperazine"""	exact_name	medium	Design, synthesis, and evaluation of novel stilbene derivatives that degrade acidic nucleoplasmic DNA-binding protein 1 (And1) and synergize with PARP1 inhibitor in NSCLC cells.	2024	39072709	https://doi.org/10.1080/14756366.2024.2383886	Chen L, Ren Z, Zhang Y, Hou W, Li Y.	J Enzyme Inhib Med Chem		papers_only
WX609319	CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1	2825198	GZNDUKANJZIZOT-UHFFFAOYSA-N	1-methyl-4-(4-nitrophenyl)piperazine		5	paper	Europe PMC	"""1-methyl-4-(4-nitrophenyl)piperazine"""	exact_name	medium	Novel <i>N</i>-phenyl-2-(aniline) benzamide hydrochloride salt development for colon cancer therapy.	2024	39559733	https://doi.org/10.3389/fphar.2024.1452904	Peng Y, Peng Y, Zhang W, Zhang S, Peng H, Li Z, Li B, Liu L, Zhuo L, Wang Z, Wu J, Jiang W.	Front Pharmacol		papers_only
WX609913	Cn1ncc2cc([N+](=O)[O-])ccc21	280211	JHPMRMBDPINHAV-UHFFFAOYSA-N	1-methyl-5-nitroindazole		5	paper	Europe PMC	"""1-methyl-5-nitroindazole"""	exact_name	medium	4-Meth-oxy-N-(1-methyl-1H-indazol-5-yl)benzene-sulfonamide.	2013	24427037	https://doi.org/10.1107/s1600536813021624	Chicha H, Rakib el M, Geffken D, Saadi M, El Ammari L.	Acta Crystallogr Sect E Struct Rep Online		papers_only
WX609913	Cn1ncc2cc([N+](=O)[O-])ccc21	280211	JHPMRMBDPINHAV-UHFFFAOYSA-N	1-methyl-5-nitroindazole		5	paper	Europe PMC	"""1-methyl-5-nitroindazole"""	exact_name	medium	4-Methyl-N-(1-methyl-1H-indazol-5-yl)benzene-sulfonamide.	2013	24427093	https://doi.org/10.1107/s1600536813023398	Chicha H, Oulemda B, Rakib el M, Saadi M, El Ammari L.	Acta Crystallogr Sect E Struct Rep Online		papers_only
WX609913	Cn1ncc2cc([N+](=O)[O-])ccc21	280211	JHPMRMBDPINHAV-UHFFFAOYSA-N	1-methyl-5-nitroindazole		5	paper	Europe PMC	"""1-methyl-5-nitroindazole"""	exact_name	medium	N-(3-Chloro-1-methyl-1H-indazol-5-yl)-4-methylbenzene-sulfonamide.	2014	24764895	https://doi.org/10.1107/s1600536814001184	Chicha H, Rakib el M, Amiri O, Saadi M, El Ammari L.	Acta Crystallogr Sect E Struct Rep Online		papers_only
WX609913	Cn1ncc2cc([N+](=O)[O-])ccc21	280211	JHPMRMBDPINHAV-UHFFFAOYSA-N	1-methyl-5-nitroindazole		5	paper	Europe PMC	"""1-methyl-5-nitroindazole"""	exact_name	medium	N-(3-Chloro-4-eth-oxy-1-methyl-1H-indazol-5-yl)-4-meth-oxy-benzene-sulfonamide.	2014	24940259	https://doi.org/10.1107/s1600536814010800	Chicha H, Rakib el M, Hannioui A, Saadi M, El Ammari L.	Acta Crystallogr Sect E Struct Rep Online		papers_only
